ASIS{DrlMcz7fqm7YnVCfRQiclr0u6pFUVJ-r@erhsnrp}, d = 31, i = 10
ASIS{bryh4uV?5EYbKgNGK}lcpXHIYq?p1{OMECJ3d}Z3}, d = 33, i = 10
ASIS{cCrb4_oTbrS_i4mhR{Bc-9UcYDXT3mtS_SgAAX{T}, d = 33, i = 10
ASIS{dA283|dT6?r}VniTWm3cZH0N?KLS|2Xr4ArITVyw}, d = 33, i = 10
ASIS{frJv4a2r_ajJY_KpK-5XCK{}HrKSqGO45ErqJ-nX}, d = 33, i = 10
ASIS{gU!vwtUHogg-D|yW5FTKGGyY_xz4Q_neTqrK@Qne}, d = 33, i = 10
ASIS{iopD7tTK9zW_SNY-kHJmi|_Iyp41tg@U_7YBVJZ4}, d = 33, i = 10
ASIS{jmBv4ux_Pw28iDYbR@3Fk3w2bcvaxpcsWb|RswvU}, d = 33, i = 10
ASIS{lJ@vUu0_hZv{ieQ566dAwNBb_G9Etz@|_iA|{Lnm}, d = 33, i = 10
ASIS{mUV6mY!s5@y_PNfdcSI9N1x_oz@Pbj?rQd6UsLVX}, d = 33, i = 10
ASIS{mr!}C|m_5}jV}5T-nJd!D23WM6_SwlD}oPH0Iyhz}, d = 33, i = 10
ASIS{oUlG!tU@HE7_FxPIb23VW{KSwyRDDqf!_N?y@E87}, d = 33, i = 10
ASIS{py!q813Nw4n_q9M-?cl!kG{{2pFS!_}9F6438l!k}, d = 33, i = 10
ASIS{s}6fo{AWR55JjmKZ?SyCekTZqpALB_jy_P|3syA8}, d = 33, i = 10
ASIS{tbd}yqZz587VX|FlBzwcaOsN_pXmtc-xhZnMxWmW}, d = 33, i = 10
ASIS{tmCE}_e_UEzjbFJeRQv@}b7S9dqS6aOuQPOt8hmH}, d = 33, i = 10
ASIS{x?LZROt_@qQYpNP6cSAZ!oLB_j8@t_OM9_fCP|?J}, d = 33, i = 10
ASIS{yr64?tu_{mmDT|T9ZfTcrXbqkl4c5A|Efpc3|Umx}, d = 33, i = 10
ASIS{{E0v@@3uK7xKkyO@|U7Az1aEmzUPLEHr_YZ3VECA}, d = 33, i = 10
ASIS{|6QQVLXnO@7WukKeV{zc9nB9BSES}nORGP}386RW}, d = 33, i = 10
ASIS{|xV5gtxA54YZzU!|@H3-7F0dZX4d2!F?0OriMl!8}, d = 33, i = 10
ASIS{}QvPJ53|W{JObzQ5M8pkTTONmp4LAZ|?nPT3ChwT}, d = 33, i = 10
ASIS{}rjxLHUJ7fJc|KC-OS77NCITxpXSPrp2gPrPJEED}, d = 33, i = 10
ASIS{!c!vIJ6F5y7ALSTzeydMZFDR{VTFvOO@_W6YVmq{}, d = 33, i = 11
ASIS{!|TOCUgH5g7vdGMwRf9{11{hTwHFU_-eoPk8IZmT}, d = 33, i = 11
ASIS{-Cm@ZJ3t5EVoPJ8eq@!c@eTgu|ZQz9O9BVt5sqtg}, d = 33, i = 11
ASIS{-rZ?nA3hPUG_QMhZIV1cW9ZS_qjyDLg3_LgH7GNT}, d = 33, i = 11
ASIS{-|hV4t3s5Q34HTTYF7zd@C0dyJE-W23h_--GRgm3}, d = 33, i = 11
ASIS{02sGfrthxNBgvRAeR_807@0{_sueZ-HrKUr{cC?x}, d = 33, i = 11
ASIS{0XuKzVGZ@BjF{NB|eSEc?10ew94MX_fw7pMfmKWd}, d = 33, i = 11
ASIS{25q}4TfLgMq3liruavbkGTqPMgKrv}Or_PrPsLLW}, d = 33, i = 11
ASIS{2l@9|!6L5EpKQbV3R?3v?xKDYkFQgWCJ_yrnPqnU}, d = 33, i = 11
ASIS{3J42yt3_D9Z_j3TbBlQjXoKN3AvIkCI_EE}3Py5c}, d = 33, i = 11
ASIS{3rdX0lkomu7o!xzN6mCG710iNFMh0_JzXPtCAMut}, d = 33, i = 11
ASIS{4X@sCjjY52ESXaT9MS3Y!WoqafYUQN@YVPAduEnz}, d = 33, i = 11
ASIS{4kRF4}|0PD7o5VTQRM8hPpxb||FsRVQrB|VgXHnT}, d = 33, i = 11
ASIS{4rp|suhIr9j7GGUZRKzB7mHX_pLXel0ynPrq8|xX}, d = 33, i = 11
ASIS{55Vv!jG_eqdW6NfO@?{A!1y99@But_o1lb@q}EO7}, d = 33, i = 11
ASIS{5VJFttDakEW|MNBqRDJ2!6jd4r-bYGqD_Cr3meFd}, d = 33, i = 11
ASIS{5k}qn4S|5E9JQ6UzUK3{g}0qalZSiKbr@_!2B9nB}, d = 33, i = 11
ASIS{5vYfW93Azb2lCxCk@I@cHV_j_WbSyizrdHoOswn{}, d = 33, i = 11
ASIS{6rHyl4Ip5KBVDNT@HfqnAm5x_|Bb_Q}JF|!3sz|b}, d = 33, i = 11
ASIS{7rZvxd3j!m1_VjhmmS9cVC|Rx6cD!Qf-_q4JhVAf}, d = 33, i = 11
ASIS{8ANxZtJflZg_@8_sL!3vvKbqPqW}tEWr_PtiNGNF}, d = 33, i = 11
ASIS{8H!p4FvZbtt59gIA_LpqfpZpzp3HQpO@_fU_sEbb}, d = 33, i = 11
ASIS{8S!2eK3_ga?OO_MTAc3bOJDF_d7uetOwZXqzBEqa}, d = 33, i = 11
ASIS{?GMcSb!{VaZ5iKkeqDhc7xRNbZj?tgQ{kdrd@xuu}, d = 33, i = 11
ASIS{?QoXrF9_cModiN?DJTa2sTqVgLR_pwG{LPrNxTnT}, d = 33, i = 11
ASIS{?ZEG2tC_gTL8jNcnx{CfF{Owgp1UtCxm_In3WOM_}, d = 33, i = 11
ASIS{?r|S{B3NaLxVwWAef}3cR8CTI}dZR9AoFP6}-6ni}, d = 33, i = 11
ASIS{@Lz5CD3Q-pTX8eTbNIZtu1qNBp4SUM@fU8aHnpGN}, d = 33, i = 11
ASIS{@i8_UJ|K577}B-zqF22d4ad-8p8SkUibrVr{uEn!}, d = 33, i = 11
ASIS{ADBvu}vKrEa?gNLVVphzDLnNqOzUDDG{_PHNst}6}, d = 33, i = 11
ASIS{B5pNT-g_5BnvK-|}@vNA_O6oFpASABnC9-U36Enj}, d = 33, i = 11
ASIS{BU-WgFs6A@740gZe{Fpc|H0NXw4W7r1mkQzDBELz}, d = 33, i = 11
ASIS{CUoKmp3n5EAxO_?MZ_Osq-0FEaUFw0lr_kn3b7sX}, d = 33, i = 11
ASIS{FC6ylQxQbOP3ZN8IGp3YX1xw3p4SOBCnL}gRYEoK}, d = 33, i = 11
ASIS{FTIBCPt3wETrzNM33S3SlsDzg{{S1AYSqIg6DEnK}, d = 33, i = 11
ASIS{FgabFj3k5HX_iuase_ygaEvz9cAg3WcJ_PY3V|1y}, d = 33, i = 11
ASIS{G!Yy403LaAqLiNt???iF-t6Ynz82i|V8?He8sEnG}, d = 33, i = 11
ASIS{G3p8qFD_}mW-IBL8kb3zm70NEM43a9Lr_RCV?ej9}, d = 33, i = 11
ASIS{GW!Wzt8Zttx?1c5eBOrc?KALqHAdt_EKJjoos9za}, d = 33, i = 11
ASIS{H1aHJ3}EuL7r--TSTSfX7d!3@pbFR_m@AyQIjE?Q}, d = 33, i = 11
ASIS{H52D}iN1j!TyiGuwxS5f9!}CCpMz?_CY_PiTlEVJ}, d = 33, i = 11
ASIS{Hfwm}738YDo5Hfbm3SILM66FFpFStK|v_PxR-0?M}, d = 33, i = 11
ASIS{Hs8v}@?ta9Z_wWqvTuvGPIugypS1tHur_q|3|Mux}, d = 33, i = 11
ASIS{I0kvlCE_a8_|pNqyU!8cD20w_rhfbcYcD3Vzsk0J}, d = 33, i = 11
ASIS{I8!{wofX@ykM9MmdQc3w7rl9rdhSoRBr_cNW}EZv}, d = 33, i = 11
ASIS{IH9vdwNELvMXsBhmcr6v7alMN84a4_OBOP6g8ErP}, d = 33, i = 11
ASIS{IHyvNt8kyEargNYK4MI4MxhNRmUSG_}DW7vc}Ad@}, d = 33, i = 11
ASIS{IYoo!tRWgl7w98WeiZ3ckmZNGTteRD-XW3Q7s9Ce}, d = 33, i = 11
ASIS{I|qv4n3TV-o0MBiesB3NJd0I_4DjuzWxzw3JBx_d}, d = 33, i = 11
ASIS{Jr!A0SpoqQ7{lN6VDS?rZvg8y9AiWPA80PY9YEHf}, d = 33, i = 11
ASIS{JrBvySZLUhBRZv@BbT337}@NLrkNt@ooXjbwgEim}, d = 33, i = 11
ASIS{Jt!SstNvQEn@}OAFKKJanG0NVd7tlBO@06!ZzEwo}, d = 33, i = 11
ASIS{KMhv@l0pWbk2zy|c9Sfbld8Nwq4SVu!H4lrD2nns}, d = 33, i = 11
ASIS{Krz!4-3ubctGIVTDcSc?y|2PC-_SzfvB?_rfygfk}, d = 33, i = 11
ASIS{L5wu|tg0DEA||6HGR6?OB{KNK@4|4IOaHK35kvRT}, d = 33, i = 11
ASIS{LKdvppmCMY7mgNXeS8V2ldq?Z{4yClcr_SOfb7D9}, d = 33, i = 11
ASIS{M0|o4yh{oE7aFske2i?o7t5MhYdDhoRr}LJisFr-}, d = 33, i = 11
ASIS{NCavkt@MDE?gQfpuWS3cKm?2FPcex5V5WCb3Q-@o}, d = 33, i = 11
ASIS{NLk24_Z_5lW?hNAe36S{K?0NTYOb5Y{mp{8AZU-J}, d = 33, i = 11
ASIS{NrtDpt3nZy6-i-yBRIlD-A3x8bLfe_oxyzrQKy61}, d = 33, i = 11
ASIS{P-}vjK3mHm?VldQghV3TY?UwtpJRtf4UO|7Cs9BY}, d = 33, i = 11
ASIS{P0RqXe9kPmK_y08Fpz@1huCWMp48tWO6?PnVPx9x}, d = 33, i = 11
ASIS{P10J|Mj10q{sifShRyY_F1MN{py7JC-Z0s1{sYX7}, d = 33, i = 11
ASIS{P5r99HL{{w@_X98TlclXmcmND3hSr_!00zr3y8U_}, d = 33, i = 11
ASIS{P7_vKmdBQJ8_il4e_MMLee-2w04{WAqyztN3@VKI}, d = 33, i = 11
ASIS{PACF4f|rJb0RdihmD5_cX1I2Vi4F}qIrm0K}kW}T}, d = 33, i = 11
ASIS{PARvxMv_CdChie!iVcvc0k8Y_Qb-P@w!8T{RsJ-J}, d = 33, i = 11
ASIS{PAXNu6kNko1giUG9td}fn?NNH7dTZ_Hr_PkwZX4K}, d = 33, i = 11
ASIS{PBHCdn8XqYfriN1M@imDU1zF_r4pwvnru68i4Ulc}, d = 33, i = 11
ASIS{PHAvvaKF2EhICQCYo1L@mKNggp|SyKON_tyv256K}, d = 33, i = 11
ASIS{PKBgDtJWVEb}fwroRSft5h2EAmQP@QcA?{C7sE!w}, d = 33, i = 11
ASIS{PQ!XKt3y5ViNe6|ORXKI98fb?2mXtr@l5aNJb{kP}, d = 33, i = 11
ASIS{PTkiEIqrITFLP!Y2{SzL0D0N4U4gtrdr0JYkVyIy}, d = 33, i = 11
ASIS{PVngNh3-6FA_inWliHV0MOlNydLSJ!4OwUM3PnW!}, d = 33, i = 11
ASIS{PW!rbVyMeJ5xV85}R_@cE_oc5plzbywrT|CuHEo5}, d = 33, i = 11
ASIS{PXWI4tD_eg|XEN2bzjA2c4f64yzXtaHribHTx-J2}, d = 33, i = 11
ASIS{PXvZy@{4bE4oxNa|bq3}fm@L_|i?U6Wy!KrekEgB}, d = 33, i = 11
ASIS{PbNLzD3s5Mv81Nc2H5XzT2hjamYZqjOZ{hNxsEcw}, d = 33, i = 11
ASIS{PeF@aVQP5-scQVTD7s3cRgOrgg|mQcd|9Pw3}?2X}, d = 33, i = 11
ASIS{PhIvwt|CUo79iYcOww4KZvhJWS5SmQbvo66@s-DD}, d = 33, i = 11
ASIS{Pl!MPk@g?-zqmUH3WSvdFh7N_UShSTyENrrIlEAl}, d = 33, i = 11
ASIS{PlcVLRx3CVutiX1{KlZcA169mb4zZ_!Xmflhs4{Q}, d = 33, i = 11
ASIS{PrbFIUs_Fd7@N_vPOf3fEWqswJyfQ4xh_PsLIzGI}, d = 33, i = 11
ASIS{PrmknBL|GEpEi4TkzJ3T}fPUKyi0JydrxiPZDGci}, d = 33, i = 11
ASIS{PrqSLzHCy{{Y@NV{xtSch!0zQF6LtkcX_M4INGYv}, d = 33, i = 11
ASIS{PshNw-_H5Hpt{3pSeSJI|7kN_t2Y7_auHCo3lIt9}, d = 33, i = 11
ASIS{PuP@6t3Mw7OfiJsO4JZcvgJtPOkav_IqPAc3M{3A}, d = 33, i = 11
ASIS{PuSbxK!_FcRCQ4ogRuZcq4{Nc_jcRWsG4P6qpQ!T}, d = 33, i = 11
ASIS{Qr3voGYmHEZyGSvbBvCA7y0!7bGS2PurdIIsuHiD}, d = 33, i = 11
ASIS{RE2woJ3LyEGzCsxuAwnyM@ke2NWSo8Or-zeZGUnT}, d = 33, i = 11
ASIS{RG--Ih-_fvOdiafJ81ZL71IQgkpUH_B8qVp3sZG!}, d = 33, i = 11
ASIS{RrExG6I_U?I_fDnNJLsjAs0gmpVGf3msTTo3sDMk}, d = 33, i = 11
ASIS{ThM9@OrZPEhBiNmyRwIhzCwyopozH_Eruy85MjGH}, d = 33, i = 11
ASIS{Ujbv!t@7_EwdqV6VQ9qGa1-FXps7tgq{_Rfcbqdb}, d = 33, i = 11
ASIS{VP?NdlF_hEQ?!d{}0sXzA10NtpyutZ1l0}6_nHbz}, d = 33, i = 11
ASIS{VS3vZuM_EE8FlH4E2S?c!goph|-Gl2gr{L|3KO3E}, d = 33, i = 11
ASIS{V_ag4HeF8G7WqGT4xPxc7o_RupdDtunm2}bMjyYf}, d = 33, i = 11
ASIS{VrexLIpuJGChiNcJY}TGW40|Kop?J_OJz4r2MIcq}, d = 33, i = 11
ASIS{Vvmr6a38P_7VFNPxw3acoUGdq?fCx_GSZZ?3s|eI}, d = 33, i = 11
ASIS{Vz!FZJdn5vH__j1aX28}7TkJ_YTEEeeIfVrTFwnl}, d = 33, i = 11
ASIS{XRYgj-3_MLq_6}Ttglfgbc0cn-!8?2wp_j}4GVCT}, d = 33, i = 11
ASIS{YFW{yrH6lVh_DWJea}scce04W34nB-er0yutkEC6}, d = 33, i = 11
ASIS{YPH44PG47zi_PqP0kE33rbh2f|tg0_xrYPCP!Ear}, d = 33, i = 11
ASIS{YSyTOCX35q7yQTo2Dd3XijBLQp8KASSMSPnxaEnM}, d = 33, i = 11
ASIS{Yb!K-E!_fsDU!CQFO{qK7g03_kOY{DOE-GfiYvvT}, d = 33, i = 11
ASIS{__91Dq3CDyroANTa{03MiT0FTM4ZKS_Am5IlQ2xT}, d = 33, i = 11
ASIS{a027_LXtnI7_hVjaR9g0H1dNBWAk|5LQ_P5lCFe9}, d = 33, i = 11
ASIS{ar!Hut3WmylbI5TjmI9jtcPjh92ikrar!sx37rwC}, d = 33, i = 11
ASIS{bqmh9Q_?@oVvrmLBD?Jb71Pq_O-T}_zX_hb3sgt-}, d = 33, i = 11
ASIS{byev-FLe997m-S9eRsHVE1WVkaot14aVS{}32Evk}, d = 33, i = 11
ASIS{c1OnaDVT5z7_D|xea{hg77FkbT1SyzewJUf5sKZs}, d = 33, i = 11
ASIS{dC7X4K9_Y8}_BDNXRxWLa904Qpro@_@gRETRks0s}, d = 33, i = 11
ASIS{d|Ly6tyh4r|HQCXeRT3e7lITna3Q{C_r@P2l93K|}, d = 33, i = 11
ASIS{d}y64q!_VGd9gMTKXU|cMq?tEr4RHLTk_1!KDnVT}, d = 33, i = 11
ASIS{e!!p4YirGk2_gdas!Su2XUXbZp4FC5cI?XrgiZm6}, d = 33, i = 11
ASIS{eW!VaFTc}5!eivTioS32m1kCQ1HgD_zVVU!acdoC}, d = 33, i = 11
ASIS{epq79-3_dy}eAF7eWSDcbzpzImwuAeOvSPPz}1Ad}, d = 33, i = 11
ASIS{ez!Ktt|8pv78{k9!BQBcHtS{!pdhD8e12erA@7VT}, d = 33, i = 11
ASIS{f@HPbIjYbE29QNTFRJuFO-75WpWyKW0O|Bx3@UaT}, d = 33, i = 11
ASIS{fZJMZth85Kd_-34@jfeI!c@rYLdhtFg3tDrZKEnJ}, d = 33, i = 11
ASIS{f}VS6yM_vx7_pNo?CC@c|Dn{EpckHBxg_DOQrvWo}, d = 33, i = 11
ASIS{g5K14A3dlgA7qlFeyScXz48MAeDat5Om68f1se2G}, d = 33, i = 11
ASIS{grJ@XaL2MP59?WPeRZA57co8RlcUtPmr5pr|356v}, d = 33, i = 11
ASIS{grqAKLf-5oUTXNTIdCVg2}LoQ_VSpS5KJPaws!0y}, d = 33, i = 11
ASIS{hXmvg|SMQZ8b?NbZYS!97FZtEp_vt_E!CQSoXRWe}, d = 33, i = 11
ASIS{he9qnt1_DtH_7z1c{Swcbsxg_SD3}TbLHx|fYVnL}, d = 33, i = 11
ASIS{hrxDE{3_APrmXNJeRyYfqVuiE9Pqm_c?xuX9@72D}, d = 33, i = 11
ASIS{irX52c3S@bQ2iGvgGgMB6e}L_xQSJGek_RrgiHpA}, d = 33, i = 11
ASIS{j?!orj|z|eHlio9fNjovqR7Nipg@@!Bx_qrur6nq}, d = 33, i = 11
ASIS{jrqHdB3jU{AWgTDeAuy03SYzFp4SK_4zUSGZnsah}, d = 33, i = 11
ASIS{j|CgdtkeqB6uMwwedz3ft@0NWhiSTE}u_{vmjiqN}, d = 33, i = 11
ASIS{j}Bvl68r@C7RM3TX04JL@306ysyS2JO@yCrU4lWq}, d = 33, i = 11
ASIS{k6WLyhK_REAFrRTOUkhn7lMN6|oEfFOr0}YaR|!E}, d = 33, i = 11
ASIS{k9q54lZ_iadqi}mcwTScnonF_pIQLg@x34r6iHbX}, d = 33, i = 11
ASIS{kVueGZ{HWqzGHzTeNG3a7{3NazrSUf2e!PaanbN4}, d = 33, i = 11
ASIS{kr3lZCbe96pL6a|8!qwcrY0S3BdSqVQ__nm3yaWT}, d = 33, i = 11
ASIS{kreiVjrgrxf_Dk-TR93TL7eJ3@Z-tZOrlnDjfVfC}, d = 33, i = 11
ASIS{lr@j4?onCE76ixFVXhiTa1AplgpSIfTNr68MqqYJ}, d = 33, i = 11
ASIS{lr{UJWw6Q9FoiaTeRx1SpFJL@HDeq_Opj468fHaJ}, d = 33, i = 11
ASIS{mr0noGA66T1cUKIjrVcA71hNB1F0tgMBQ7w39nnR}, d = 33, i = 11
ASIS{nD!v4@dr5jv_0nIoDDtzdxVo|kKJ6HIvFkj5@EgT}, d = 33, i = 11
ASIS{o7!tupt_kEY_vEZ|c824YCmAFJ4aIjOrk|KLXzwF}, d = 33, i = 11
ASIS{rFbz4tf_hfqOR-XQO{0vq8a{REMLt_O8hJ-3rwL!}, d = 33, i = 11
ASIS{rVPXFIEx5KbvmTXZEblHNrD__pkSt_2gwyvB|WQT}, d = 33, i = 11
ASIS{roybiUkk7!q5iahD?GMc-NUN_pAiTDkghK-xgInT}, d = 33, i = 11
ASIS{sOA1Ctf__bJNKNZZEYT9pO1M_r8LtdOrfUs|Q7sW}, d = 33, i = 11
ASIS{tT!vIXfI5bat|_@SZS!cACz{05MSqRTFdcUfsh?}}, d = 33, i = 11
ASIS{trfcrqYzV!?_JDygwJ}ggN0NKlW83_7!_pzwsGu}}, d = 33, i = 11
ASIS{u7Ef{OqmIEpWijx2UgDcQ13cZYojHaO7g4Ums2YT}, d = 33, i = 11
ASIS{uAcqOJt_6-RDSAb@Q?3AwC5L_UnI9_O@ptm3}DRT}, d = 33, i = 11
ASIS{w9XSk0p74Y7tXO03R?_ccH0IzpD4O_OFdUj-|G82}, d = 33, i = 11
ASIS{wQpiVJ{o1w6Gpnu7RSz0nV21_hdSAK!rzrrp0LnL}, d = 33, i = 11
ASIS{wWWXuo3-0oN_iNrqmSZy?1@fiH2r?_pLwl50pDo!}, d = 33, i = 11
ASIS{xr!v2FY5aEHmTMTf8y2eiqRd8pXbYG3Ez?ChYE-l}, d = 33, i = 11
ASIS{y44vBtgWgbGVTNBzBSIG6ypoG{JG3_BxiUu3gEC|}, d = 33, i = 11
ASIS{yXWHco31PA96}khZ-h{OrM0y_BBmz}3r|hf_|EnT}, d = 33, i = 11
ASIS{yrjfQlV0twb_k!buRf3DqpxP_74PU@0b_JpuHzD4}, d = 33, i = 11
ASIS{yr{u?tcd5klT}N7VYFdHcj7u|CeSfr68GJH3AfnQ}, d = 33, i = 11
ASIS{z3UvQnr_d6@_iNhyr_ljo10!q6}UOq1Ajz8qmXVD}, d = 33, i = 11
ASIS{zt}vnXJ_5JUJoKaSRSvZn1PhKQRS9A2dijLy5y!H}, d = 33, i = 11
ASIS{{WHK4WUfMugxZdt1RVLI7!0N_YB@oxCF_1v4{9-r}, d = 33, i = 11
ASIS{{n!SV8Zi5E1_ioMb7nCcnlW|_iJn-Eol5HeqgFb@}, d = 33, i = 11
ASIS{|92vy3-_MwwT8raFl@NrdlDN-p4WV_u3_AzAW0St}, d = 33, i = 11
ASIS{|o!B4d-QY!J?CN|eRX2Xggm|OBtliGZsbsr3CaL-}, d = 33, i = 11
ASIS{|{!Fmt3BUzVBg}v-RxHcv{fK414@|xYrtzpdJ7Rj}, d = 33, i = 11
ASIS{}9cv4kf_}EcZH_PHLSvW6{zNg9y6eoY4K8R3zBJf}, d = 33, i = 11
ASIS{}UsPx27{jl7_c1wVbuhc7OO39Wg33{Or0P0?PkTm}, d = 33, i = 11
ASIS{!9!mRckKi|6_iNZQR@3NvDSEfMzUbCyn@B}ZsSZg}, d = 33, i = 12
ASIS{!Rvv0P3_Yq4Jx81}lS3Byu!L_xgFAWs03uzUGRIT}, d = 33, i = 12
ASIS{!V!u4{31tJ9?n|v{8v39441ze0}WwKO9|-rt4W0T}, d = 33, i = 12
ASIS{!}9?PNqBXV6Kt}K-RQ3dUs1NDKUtGgvrbPhl|Eny}, d = 33, i = 12
ASIS{-O7EFtHAz6oGECTA|Wgc71eoE64wYB|CA_r41fv_}, d = 33, i = 12
ASIS{0KU8-6-EYkr!pmCeji3L7B!_AlQat_VrLPCqir8Z}, d = 33, i = 12
ASIS{0WwLOH7-XsyD1i7eNB3ysH0|VmXz?_26_6r4s88f}, d = 33, i = 12
ASIS{1-Sx1tU_HEs?_N{DRNCAkK0PbsdKB!U7ARFHmEZV}, d = 33, i = 12
ASIS{1SeW-t3rAegaItRyPSK|NS0N_IwS19t3gqxDb7l{}, d = 33, i = 12
ASIS{1TMaCd3l5ZYaI9YedxuJry02rRBKxxPt_9|3sF?C}, d = 33, i = 12
ASIS{1gsSh2tD-{TT}Ije5upJF1uy_{EdtfJ|_?wrFZnT}, d = 33, i = 12
ASIS{2KY_4sHnU--_pNVqJnEQRk{_bEhSf3VAcPZsBEnJ}, d = 33, i = 12
ASIS{2Vywqt}X!M1OxoAJuS!c7q889RVke_O{6PYODH@5}, d = 33, i = 12
ASIS{2_pQk_MxkOTCFN7MR@XP!ck}_x?c!_OX!7rj8ErN}, d = 33, i = 12
ASIS{2fUY4P{_skJnciTB|6sFQDpbmpXUtXO|_ytAD!|Y}, d = 33, i = 12
ASIS{2zvrHHEQcET_wVT{nCucvOJg_xOSOtBigU@6N}lT}, d = 33, i = 12
ASIS{3FyF4t|gI8UpJNS2Ck3LFKH1_s4J5ak7CDZEs|sf}, d = 33, i = 12
ASIS{3Tce?T3j5meq2xoejiB1wqQNj!4Ht?L@14bCJCn?}, d = 33, i = 12
ASIS{3bGCHD@fBktiFeTnHWfc6iC1b?mLF_tq_PrwJEec}, d = 33, i = 12
ASIS{40IaJ?wVLEHt5NIa@E3Ly92X_S4LjH9r|sB3_vLZ}, d = 33, i = 12
ASIS{4HgV4EQS?KDc@DleZ@3Vu1F|bALc{D|m5JMts1nT}, d = 33, i = 12
ASIS{5fH{yt3j_H|5imG5i|5G11mNgPJjZ34Z-Pmps?t0}, d = 33, i = 12
ASIS{6D@dGUvl{rMaiQ9ecQPckpPY_!ikCkat_@r3?{7D}, d = 33, i = 12
ASIS{6qoZ}a3AFG7_iBTyEpuGI1YEwf3SVs_KkT5dnVdo}, d = 33, i = 12
ASIS{6r-cP{qqqEqCSA@A@d3n9l|MGp4smdjXmceXAJnT}, d = 33, i = 12
ASIS{6rX5RZKg86uaRqaS6AL}uN0mUp4SvKovrfqrgEn7}, d = 33, i = 12
ASIS{7BYM0t3_5n!vIMTWDJTB6WuNh{ny@zz?i!_F_duT}, d = 33, i = 12
ASIS{7aUX49WvGU7_Bps{Ao|ebzxv_}OSQuqG_Er0epLy}, d = 33, i = 12
ASIS{7mxBeyFy5GLTp{PERe36kTRN_L}2Nr7rJXqubEXr}, d = 33, i = 12
ASIS{8MHp{eBV5npdamVeS1U-twjN0k4St}gYwJ_3Kjk8}, d = 33, i = 12
ASIS{8PcQ4j3mxRguWNv3!VPPvQ0cRH3xtj!iFPh|}0nz}, d = 33, i = 12
ASIS{8rHvFf33LQJ}26De6L3WPst5VHAPa_O2S|tM08SG}, d = 33, i = 12
ASIS{9r62fQ36tcKvT4JMLDFju8Hznac?t2hDuPr3seF5}, d = 33, i = 12
ASIS{9rZm|r|?rEn?{NTe!A2cZC3wIopu_zdBv-oBYC9T}, d = 33, i = 12
ASIS{9ry7Pfo_5EtG9LFeluhMrAPmwpX{MLu945PYs1kh}, d = 33, i = 12
ASIS{9|!w4tZ7xaD44@TlsGD?Z701JKnCGM9riPgqPnt9}, d = 33, i = 12
ASIS{?@j1ot3XvnmGz8yeRwrKy|vqQPnSLfOz_FlH?zSo}, d = 33, i = 12
ASIS{?R6vh@m9NHx_iDOcqz_TaY0v_j90t0uof|x4y?n8}, d = 33, i = 12
ASIS{?n!iWtgi6EJKGS1IkagpFtkN_hB?tqoMXSrFehb|}, d = 33, i = 12
ASIS{@rkCwFE4y@A{iAzekQWqx26dupDc|5zr9PO3IWsk}, d = 33, i = 12
ASIS{AF8A4?qJ5EH8iX_ilP1G75@g3iwfjzOt4AD3TQ5P}, d = 33, i = 12
ASIS{AYe}433n5D7Sb4TR9yM-183Yup4FbpSUg6iM{yh7}, d = 33, i = 12
ASIS{BFQf4y__5X1TiHTE7d2wIhlNfaka20ZbxA5RkS|T}, d = 33, i = 12
ASIS{BrO!83c_{IEViZNfK7LcLia7EX4_w@?eJGr3b8yj}, d = 33, i = 12
ASIS{Bv0fY1Z@zh7QdNTO}uGcQX0o_H4oDV0JmG82nhOS}, d = 33, i = 12
ASIS{B{BkNtvM_eSo98CIxSYc7GvTW84Bt_1}kr81Wdk4}, d = 33, i = 12
ASIS{C?@ubYWzqdGwN|5eVO0wj1_f_pVCTjRr_Px9jTA-}, d = 33, i = 12
ASIS{D09@CaMdgEwUigrceiy|x!7k0?Bit_Iej@rEnEGT}, d = 33, i = 12
ASIS{D4!butbN54-qSL|YJG3i7KhNIs8cDGyuc}rdxzmb}, d = 33, i = 12
ASIS{DZ!2s{_TwALHkYMY9B39JppNA327txq?6s}c6EnT}, d = 33, i = 12
ASIS{EAW2lt3{OE7Y-6|4?xjM71Q304D|ucmNJJVQs!z2}, d = 33, i = 12
ASIS{EKCvFt565ixT-NaFCTqPyTK@J@D!9COcVPL5P8na}, d = 33, i = 12
ASIS{ErFEf_C_5XNHYtqrRuacyid9gdl8U9D4wc2388nI}, d = 33, i = 12
ASIS{ErdvQEDBnK77WQBzCS37}{Ib_V4ZsRYpDsv9K}gp}, d = 33, i = 12
ASIS{Erjvn!LtF}j_ZNw?Ad@i7FZb_hRB|_VgAv3r7wUd}, d = 33, i = 12
ASIS{F?EC4bn2H99aBG56RW867dIp_O4XtKS{rJrZ_orO}, d = 33, i = 12
ASIS{FNQx4bXZTY7_KGZA5HSR7sc_2jKS7mlrPcPZbGyT}, d = 33, i = 12
ASIS{FrRvuNc2NZ7pibpldbk{Sx0muGaGtoNKbr6@ss?S}, d = 33, i = 12
ASIS{Fs!l9A3Z}s7VoNBcgGveFK0jQpZaEjKsTEV3gHGC}, d = 33, i = 12
ASIS{GKxv_PRxYyg_sN7Q-Co47{EVd@3S-vHh_Pv6qwpu}, d = 33, i = 12
ASIS{GUDvQhWA_5L?MN!eR4ayMRxLfp19FeqYkRr|_EfB}, d = 33, i = 12
